afago,433000.0,85293.31
afbdi,2000.0,188198.06
afben,387174.34,3749.36
afbfa,148306.49,0.0
afcaf,0.0,3858.79
afciv,3065539.0,4459807.21
afcmr,1039000.0,1937490.57
afcod,43000.0,0.0
afcog,128000.0,295423.59
afcom,181654.87,72000.0
afcpv,9799.06,0.0
afdza,23907332.41,17000.0
afegy,41804619.3,6500182.77
aferi,1000.0,1000.0
afeth,2953476.38,882602.62
afgab,53000.0,64169.22
afgha,2296433.73,352053.06
afgin,61159.3,311074.96
afgmb,0.0,2969.94
afgnq,41000.0,2000.0
afken,2005871.45,1000.0
aflbr,528000.0,0.0
aflby,3036000.0,0.0
afmar,27156248.49,3366593.23
afmdg,299974.21,0.0
afmli,71931.34,1000.0
afmoz,199278.37,0.0
afmrt,583054.61,0.0
afmus,4595345.73,12501.0
afmwi,468232.65,0.0
afner,123828.01,0.0
afnga,17288373.76,330000.0
afrwa,54005.56,0.0
afsdn,1609511.65,0.0
afsen,2298506.62,1000.0
afsle,451000.0,8000.0
afsom,30000.0,0.0
afstp,55000.0,0.0
afsyc,2060719.56,0.0
aftcd,1778000.0,0.0
aftgo,277745.05,0.0
aftun,25811977.72,15230507.5
aftza,440431.48,0.0
afuga,1053456.27,0.0
afzaf,56792104.81,52506955.22
afzmb,88046.53,0.0
afzwe,99386.0,0.0
asafg,71000.0,132363.86
asare,131421000.0,1071817.84
asarm,2420647.65,271399.63
asaze,2664227.71,48790.27
asbgd,3353090.15,9463145.4
asbhr,7605859.76,48229.07
asbrn,28108.0,0.0
asbtn,11000.0,0.0
aschn,167550168.54,2083984078.92
ascyp,15576388.15,3076497.96
asgeo,5611963.64,149974.79
ashkg,169840724.05,209836185.58
asidn,15655233.61,112863650.22
asind,27645644.24,31167509.39
asirn,54425516.24,793081.77
asirq,2595000.0,0.0
asisr,95880928.75,64008361.56
asjor,17952982.48,31301.0
asjpn,332427887.46,1344151586.6
askaz,39425829.94,57956.01
askgz,1399494.24,0.0
askhm,71672.06,7000.01
askor,98396565.62,499189111.79
askwt,8550000.0,1000.0
aslbn,26244015.27,27269.0
aslka,1713341.99,4437.0
asmac,261757.05,759163.77
asmmr,3164000.0,0.0
asmng,1714000.0,0.0
asmys,63464239.41,549216710.78
asnpl,148000.0,0.0
asomn,4819994.85,0.0
aspak,21988000.0,63952.43
asphl,41394449.22,412625528.25
asprk,11000.0,0.0
asqat,7245649.1,0.0
assau,112029368.41,2762306.19
assgp,126221301.23,445716000.39
assyr,24253198.84,22000.0
astha,32038884.26,180632628.71
astjk,507000.0,0.0
astkm,595000.0,0.0
astur,319123475.49,188017253.92
asuzb,3754000.0,4324025.36
asvnm,15578000.0,1632380.61
asxxb,66803000.0,473302281.34
asyem,3700000.0,0.0
eualb,12187262.63,219210.94
euand,1859373.0,17000.0
euaut,2071419752.95,2587699586.51
eubgr,109641431.29,48795587.72
eubih,228466000.0,8355011.66
eublr,28191522.16,72582762.15
eublx,1259947374.9,818935784.09
euche,425971248.42,434438329.04
eucze,778071197.64,912623998.01
eudeu,11460327409.58,8889645769.59
eudnk,180887283.42,255305239.85
euesp,885662929.55,678673515.42
euest,39503812.44,45563633.03
eufin,238747681.94,381271485.94
eufra,1961667269.72,1687221185.27
eugbr,1429210708.63,1105722469.12
eugib,1096000.0,28000.0
eugrc,141421639.84,70325702.4
euhrv,320184152.61,85880778.88
euirl,167494765.19,167013053.26
euisl,7215107.19,71000.0
euita,1818555948.56,2715341959.03
eultu,63147163.32,18405665.99
eulva,39147571.26,2171745.48
eumda,19933568.81,921167.38
eumkd,36222926.3,1721348.63
eumlt,5356429.28,1451211.57
eunld,1328959850.93,732417957.67
eunor,130773283.56,37055017.74
eupol,893562806.14,783305294.62
euprt,119011528.32,90125979.5
eurou,686776895.47,425765748.64
eurus,494393321.19,281127422.19
euscg,282732346.25,68255238.42
eusvk,476323671.59,695417496.66
eusvn,324758058.71,187355770.93
euswe,444134826.23,387097789.29
euukr,253543529.28,348910540.86
naabw,223707.84,0.0
naant,753000.0,15615.98
naatg,11000.0,570531.09
nabhs,654000.0,407741.59
nablz,315525.03,125650.39
nabmu,831000.0,0.0
nabrb,82228.86,58704.15
nacan,117272750.07,80475610.87
nacri,739586.86,19841923.1
nacub,1444907.37,284466.97
nacym,111000.0,0.0
nadma,16985.0,48854.41
nadom,734000.0,478854.0
nagrd,61999.21,8270.49
nagtm,299592.56,293474.81
nahnd,36993.17,1421871.65
nahti,241000.0,6602.73
najam,1352338.3,3000.0
nakna,31894.0,0.0
nalca,23223.0,0.0
namex,187771050.52,93820980.1
nanic,32000.0,0.0
napan,384950.13,0.0
naslv,73349.84,0.0
natto,886877.58,0.0
nausa,2140896474.82,1220299949.84
navct,15606.0,0.0
ocaus,101511679.47,18259947.13
ocfji,3675.0,11000.0
ocfsm,1000.0,0.0
ocmhl,1424000.0,0.0
ocncl,1087114.59,2000.0
ocnzl,8624697.95,757747.61
ocpng,72113.46,0.0
ocpyf,1578528.94,0.0
ocwlf,1701.0,0.0
ocxxb,7000.0,0.0
saarg,9036255.56,25572826.46
sabol,243822.88,5000.0
sabra,85778655.34,137574208.22
sachl,5423102.45,2458953.1
sacol,5019960.83,591304.11
saecu,1380607.75,10582942.31
saguy,43983.0,12776.52
saper,7369392.85,361175.26
sapry,31988.0,4000.0
sasur,42128.0,0.0
saury,2653542.5,46962.75
saven,3894443.95,151820.82
