Country Name,Country Code,Indicator Name,Indicator Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013]
Austria,AUT,Real interest rate (%),FR.INR.RINR,NA,NA,NA,6.081028155,5.339778188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azerbaijan,AZE,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,16.95590704,6.367010323,16.7690792,13.82041228,8.912532717,6.836367298,0.765382701,5.895645727,-1.529881467,-6.261217117,48.05571605,6.103777789,-2.919040289,16.66429893,NA
"Bahamas, The",BHS,Real interest rate (%),FR.INR.RINR,5.900218146,5.709560223,-20.74252763,3.591180844,1.356881117,5.0317848,5.62651455,1.961490092,4.790079751,4.748789075,0.461501818,4.633667425,2.479393667,3.95226522,6.605005788,5.628365124,7.016217759,3.050904926,NA
Bahrain,BHR,Real interest rate (%),FR.INR.RINR,10.49670012,12.09982305,11.16094534,20.28486078,8.842686826,-2.37890801,16.39409485,6.55293783,1.12872827,-1.144369293,-2.977354373,-2.191775986,0.671665665,-2.974474235,26.17335374,-15.92929319,-3.471084556,4.88119576,NA
Bangladesh,BGD,Real interest rate (%),FR.INR.RINR,6.199308036,9.368775257,10.5828815,8.288469451,9.048017971,13.39130625,14.02557796,12.4081383,10.975443,10.08204912,8.494227267,9.661244184,8.628013832,6.973031938,7.584466103,6.129571942,5.317573617,4.166556551,NA
Barbados,BRB,Real interest rate (%),FR.INR.RINR,6.176815535,5.055295602,10.55753442,1.337693588,7.105959412,9.453440023,7.034082069,7.290712825,7.170568919,2.418769818,2.39125417,5.166238993,7.638858119,9.722899118,3.518717869,12.88234391,11.14896642,12.41666938,NA
Belarus,BLR,Real interest rate (%),FR.INR.RINR,-63.88673323,5.606695701,-23.21560061,-28.08281104,-63.76101646,-41.22955676,-18.14018626,-5.528469216,-5.134716961,-4.700862889,-6.364676364,-1.723665744,-3.765661652,-10.40808846,5.630519664,-1.707151848,-33.67900756,-31.66190379,NA
Belgium,BEL,Real interest rate (%),FR.INR.RINR,7.109111369,6.76910374,6.137985444,5.280935752,6.374446695,5.884033478,6.27901449,5.589380185,4.809143407,4.470020851,4.242251976,5.029569943,6.051158544,6.921957839,8.216074114,NA,NA,NA,NA
Belize,BLZ,Real interest rate (%),FR.INR.RINR,9.061819048,14.05459563,18.0350618,14.77482236,18.93090183,15.50026088,15.66962666,12.83834324,17.73234911,11.6293749,11.69981423,9.433186736,9.162665877,11.69247799,17.07918374,13.27587207,8.621235815,11.91262257,NA
Benin,BEN,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,BMU,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,BTN,Real interest rate (%),FR.INR.RINR,7.35987153,7.351617086,3.124496508,4.968227299,7.97195251,13.4072724,9.959208727,9.886215182,11.55834205,10.79965939,7.691502861,8.147905935,10.56082811,7.622952726,8.493111735,7.515396795,4.788698581,12.31711234,NA
Bolivia,BOL,Real interest rate (%),FR.INR.RINR,35.53009479,39.7798662,41.95160083,30.22904989,32.18152239,27.94839672,17.8530967,17.32305783,10.65860797,6.02233272,10.07566932,-1.559334099,5.110629942,3.16371975,15.14603727,1.041041514,-3.186375211,3.947403775,NA
Bosnia and Herzegovina,BIH,Real interest rate (%),FR.INR.RINR,NA,NA,NA,76.28875573,30.33084318,1.327635717,NA,7.882563177,9.86758489,7.515824633,5.520796772,2.161835867,1.376029202,-0.537625012,7.876463148,5.477175195,4.984538104,6.250171622,NA
Botswana,BWA,Real interest rate (%),FR.INR.RINR,6.776493721,-1.388480661,8.23043537,3.636072028,0.473255913,1.145825257,6.866384387,14.844701,12.7261593,5.151956452,0.230180628,7.956090536,11.17209137,7.179749247,9.984403895,-6.275743125,5.178701987,9.425454991,NA
Brazil,BRA,Real interest rate (%),FR.INR.RINR,NA,NA,65.53795216,78.78996297,66.34332572,47.7050205,44.64732739,47.32378776,46.91683042,43.40098522,44.92956652,42.06904125,35.75525862,35.92104892,34.95340051,29.34820433,34.50951991,29.70431679,NA
Brunei Darussalam,BRN,Real interest rate (%),FR.INR.RINR,NA,NA,NA,20.5413481,-5.460848129,-18.22701244,11.74888483,5.10668116,-0.569825698,-8.962385676,-11.17010243,-4.13249893,4.331590288,-6.382313922,35.41309786,0.182259897,-11.61941759,4.690920797,NA
Bulgaria,BGR,Real interest rate (%),FR.INR.RINR,10.46015635,97.47442102,-71.2053247,-12.02175575,9.454430765,4.420284395,4.694954187,4.384631134,6.125948153,4.463076772,1.227764112,1.862892474,0.699629987,2.255867926,6.710641379,8.123697683,5.447497225,7.350233306,NA
Burkina Faso,BFA,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,Real interest rate (%),FR.INR.RINR,-0.727268453,NA,NA,NA,0.245048215,-16.67919753,2.732903688,18.25203631,5.614402307,4.514521174,-0.346579249,13.83378319,9.299610523,-6.02472224,5.384409218,0.103918607,-0.929038498,-0.9500456,NA
Cabo Verde,CPV,Real interest rate (%),FR.INR.RINR,15.65845643,13.25405799,13.48911888,11.22185141,7.982321253,23.52918548,8.573158304,15.09786133,7.334853481,19.09239458,12.75223178,5.497501729,13.48995713,6.222437474,12.46609069,12.88443234,7.488606133,6.271573414,NA
Cambodia,KHM,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,Real interest rate (%),FR.INR.RINR,5.951259018,18.80141537,17.60425611,17.68992177,19.66818438,18.63080495,18.09398899,14.28807418,17.57895128,16.24702883,14.64998281,10.95988028,13.37742042,NA,NA,NA,NA,NA,NA
Canada,CAN,Real interest rate (%),FR.INR.RINR,6.245676847,4.374498294,3.709411991,7.061982564,4.61155517,3.013982774,4.64106825,3.082843963,1.358089311,0.787107035,1.075122988,3.056605574,2.824820932,0.59502305,4.406403512,-0.330510324,-2.520348334,1.309110449,NA
Cayman Islands,CYM,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,Real interest rate (%),FR.INR.RINR,5.552401947,26.48141065,21.00375526,22.50719551,17.21224624,12.43553542,20.15493073,20.86675474,16.44384274,23.48247733,11.85409557,14.70158922,17.73181292,NA,NA,NA,NA,NA,NA
Chad,TCD,Real interest rate (%),FR.INR.RINR,6.58519415,9.457824497,17.5532141,14.28634719,31.99587079,15.87066779,6.036164846,15.79091836,17.90684805,7.532509704,-8.153234994,4.863329759,11.32414976,NA,NA,NA,NA,NA,NA
Channel Islands,CHI,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,Real interest rate (%),FR.INR.RINR,7.008549905,14.25168705,10.93339795,17.89868686,9.949546892,4.139682813,7.750283732,3.396952047,0.300365988,-2.187111298,-0.813043059,-4.263989621,3.650675169,12.72853802,3.282271392,-3.743957458,5.449354109,8.130748979,NA
China,CHN,Real interest rate (%),FR.INR.RINR,-1.473806472,3.424265076,7.020880879,7.311302963,7.195067065,3.711241073,3.720735302,4.698354986,2.629776018,-1.24663791,1.58785071,2.249301234,-0.122647706,-2.307885782,5.938578343,-0.819343828,-1.154443976,4.09849277,NA
Colombia,COL,Real interest rate (%),FR.INR.RINR,20.08106901,21.49779219,14.87875352,23.93081159,11.67250781,-9.847107033,13.33248084,9.7752049,7.823797978,7.270509662,8.529274188,6.730149746,9.845884103,8.944131906,9.283784921,5.32007517,3.977377694,9.760643426,NA
Comoros,COM,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,7.423579109,8.289518695,3.101502641,7.515849104,6.381500727,9.068766038,8.504650619,8.3334423,5.054754846,4.733395864,5.681166733,5.8914626,5.551318812,7.709883299,NA
"Congo, Dem. Rep.",ZAR,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.51658512,24.72651779,20.42538631,22.42902455,27.8667011,26.67605976,25.56891856,NA
"Congo, Rep.",COG,Real interest rate (%),FR.INR.RINR,12.19010317,3.396907036,16.22975335,49.18454078,-5.686152438,-17.02942664,40.18815974,20.08824764,23.23957608,1.021136801,-3.018877199,-2.688201652,13.72350717,NA,NA,NA,NA,NA,NA
Costa Rica,CRI,Real interest rate (%),FR.INR.RINR,11.8685836,9.04712506,6.599058948,9.228683405,9.361409698,16.7444512,14.02608124,15.78495884,15.97196763,10.35348987,12.68462947,10.08009483,3.121398932,3.051752756,10.46607821,8.456689886,11.58455436,13.66593263,NA
Cote d'Ivoire,CIV,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,HRV,Real interest rate (%),FR.INR.RINR,NA,17.97662921,7.777493931,6.976063187,10.72243884,7.139595212,5.1858076,8.988318789,7.228771478,7.660296098,7.59068778,5.690562134,5.024599971,4.14934746,8.459486649,10.46089236,6.573952333,7.297996044,NA
Cuba,CUB,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curacao,CUW,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cyprus,CYP,Real interest rate (%),FR.INR.RINR,0.423211901,6.071189385,5.510588495,4.915265344,5.521754536,4.026876546,4.01071962,5.88674687,1.772124632,4.210626157,4.595174845,3.6076874,2.013886728,NA,NA,NA,NA,NA,NA
Czech Republic,CZE,Real interest rate (%),FR.INR.RINR,3.383639542,2.432231876,4.894173829,2.897227391,6.012856014,5.711757666,2.443651843,3.966364825,5.007985254,1.91626779,6.146908826,5.033540055,2.388833006,4.254599358,3.62085593,7.589463622,6.724866199,3.719347734,NA
Denmark,DNK,Real interest rate (%),FR.INR.RINR,8.95561046,6.56118925,5.624753288,6.6337938,5.353738723,4.928648548,5.564877983,4.688884925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,9.530912619,10.6004251,9.151641785,7.867892601,7.785656216,NA,6.014340486,NA,NA,NA,NA,NA,NA
Dominica,DMA,Real interest rate (%),FR.INR.RINR,9.34921451,8.372303919,8.544115223,11.0899855,8.261055854,-13.00997797,8.889895353,9.920016364,14.89244312,4.236807775,10.63584897,13.43092289,0.086222289,6.766529174,11.88500171,12.71384855,5.773559621,8.151874609,NA
Dominican Republic,DOM,Real interest rate (%),FR.INR.RINR,19.44899694,19.62804703,11.36139641,18.53051379,20.84024472,18.59880244,18.22431124,19.51544056,-1.677793083,-8.648573697,20.8527197,13.35426002,9.579685232,9.271729014,14.74689772,6.652785423,8.345117969,9.745710301,NA
Ecuador,ECU,Real interest rate (%),FR.INR.RINR,58.29702486,48.43411975,35.1698775,57.25020184,54.18719499,22.85296689,-9.486799659,3.325805237,2.755025138,5.455721593,1.751336812,1.671699777,7.763205565,NA,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,Real interest rate (%),FR.INR.RINR,4.552157635,7.91322049,3.562251881,8.782552697,11.99072948,7.893586106,11.21448512,10.2787931,6.327091748,1.526902831,6.523641959,4.880796536,-0.077628802,0.107853155,0.722091627,0.818130837,-0.565976282,-0.376372401,NA
El Salvador,SLV,Real interest rate (%),FR.INR.RINR,7.828173266,11.06464131,12.08053842,10.61424063,15.074011,10.47755976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,Real interest rate (%),FR.INR.RINR,13.05263607,-2.694982184,-4.72583364,60.68791071,-13.57302922,-16.75863208,37.07686064,19.89785143,17.25470343,0.921323155,-17.51154642,3.220948392,15.25845188,NA,NA,NA,NA,NA,NA
Eritrea,ERI,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,EST,Real interest rate (%),FR.INR.RINR,NA,-7.461179247,1.381452781,9.422744395,4.040751444,2.520558777,1.224416215,1.92724283,1.407309952,1.146092439,-1.067650019,-3.43869687,-4.6406494,2.980761729,9.201480744,7.437122612,3.030379658,2.346803178,NA
Ethiopia,ETH,Real interest rate (%),FR.INR.RINR,2.108670329,13.64506241,5.720576772,10.98549123,9.853503711,4.794306434,17.63552895,12.74345982,-5.114424044,2.972116619,-2.616868996,-4.080683428,-8.292756869,-17.12229406,NA,NA,NA,NA,NA
Faeroe Islands,FRO,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fiji,FJI,Real interest rate (%),FR.INR.RINR,9.965308158,8.010362051,7.323353855,1.99938053,1.830091501,13.70350126,4.821062345,4.581425913,-0.251528474,4.822162068,-0.035365927,3.494675447,5.876866073,3.418894537,7.665343709,-0.484143221,0.624392639,5.31467361,NA
Finland,FIN,Real interest rate (%),FR.INR.RINR,3.086475273,6.544273182,3.236946173,1.872784849,3.739629415,2.921168906,2.695823192,3.505079024,4.849653372,3.19044364,NA,NA,NA,NA,NA,NA,NA,NA,NA
France,FRA,Real interest rate (%),FR.INR.RINR,6.79744611,5.229745396,5.379042081,5.458646282,6.170678249,5.047725774,4.863315225,4.286733336,4.512464348,4.844630731,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,Real interest rate (%),FR.INR.RINR,14.46715263,7.429662194,20.85605294,48.39394236,2.356433115,-4.75398142,28.71467179,18.28393267,18.10653919,10.97892485,0.567993435,6.862483168,9.259183784,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,Real interest rate (%),FR.INR.RINR,20.27487291,15.8084867,33.46679171,18.93827207,27.09540251,21.31056616,21.80095967,12.32764647,14.56180272,16.8202226,30.23638609,27.29103163,22.65010185,24.49593543,20.74643471,21.76436997,23.4148801,22.04709855,NA
Georgia,GEO,Real interest rate (%),FR.INR.RINR,NA,10.77523773,40.58329833,26.94481519,18.17248722,19.09352389,16.03063787,16.67290993,19.65762027,12.66025672,8.916772272,7.904696445,6.739978157,7.599052881,20.28202567,6.726995664,4.800192553,13.34012863,NA
Germany,DEU,Real interest rate (%),FR.INR.RINR,8.758747947,9.320288329,8.842391606,8.37581379,8.600684274,10.37206279,8.784811469,8.149598627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,GHA,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greece,GRC,Real interest rate (%),FR.INR.RINR,12.07572842,12.68580938,11.370029,12.70091934,11.61949149,8.626779162,5.302124962,3.880184324,2.755653206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greenland,GRL,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grenada,GRD,Real interest rate (%),FR.INR.RINR,7.873790161,7.324758949,12.43652908,6.511598551,10.3021618,-17.00651359,7.873487259,10.89709673,12.1460783,8.383548546,7.028749398,4.961789023,7.26963356,1.548909069,11.24928687,9.387328567,7.321684975,17.52752059,NA
Guam,GUM,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guatemala,GTM,Real interest rate (%),FR.INR.RINR,11.49421722,12.68747623,9.5884127,6.448926404,13.77560369,13.15317504,24.02249233,9.783645122,10.07349311,7.290752009,7.004198789,7.399057764,5.320992977,3.610146598,9.953215964,7.798752749,6.078582332,10.24378986,NA
Guinea,GIN,Real interest rate (%),FR.INR.RINR,14.67528579,NA,NA,15.71537969,15.01263906,12.29996312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,Real interest rate (%),FR.INR.RINR,-8.162349428,8.989407891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guyana,GUY,Real interest rate (%),FR.INR.RINR,6.06760804,13.26283075,15.42924788,13.36545052,5.313250215,10.03907586,19.25857759,11.30103563,9.011665402,9.197633751,6.156009334,-32.00043241,-8.436895548,5.101916462,12.15238997,7.346289126,5.615008343,7.67299107,NA
Haiti,HTI,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,20.27572485,18.33960499,20.03878771,21.96384108,13.6355432,21.81917745,19.91087333,10.11306108,13.94917431,4.354477911,13.47432524,12.17936806,4.528692908,1.338130227,NA
Honduras,HND,Real interest rate (%),FR.INR.RINR,1.658346465,5.545578737,8.003766819,17.07790537,16.66565385,-3.054248935,14.50697267,16.70236153,14.22506389,12.61085416,10.76757124,11.47490204,9.359232744,9.413121259,10.95267648,13.55472184,9.971875799,13.8461436,NA
"Hong Kong SAR, China",HKG,Real interest rate (%),FR.INR.RINR,4.427141406,2.471001301,3.535944895,7.686454889,13.1335375,13.34723108,7.023633835,8.697796058,11.71129903,8.91087383,7.911999365,8.32936529,3.502636081,3.671450188,5.39570781,4.715113272,1.035315366,1.051235464,NA
Hungary,HUN,Real interest rate (%),FR.INR.RINR,4.636167502,4.172887324,1.292481681,4.947665983,7.864530818,2.603265264,0.767160298,1.578248468,3.990369006,7.212530332,5.908479191,4.429821727,3.460335205,4.659905987,7.214899955,5.28289189,5.583725145,5.579700422,NA
Iceland,ISL,Real interest rate (%),FR.INR.RINR,8.335889522,9.718480128,9.704149912,7.263112396,9.726997384,12.70039392,8.577971996,9.222291016,11.26294005,9.281314781,11.60517204,8.368150458,12.91044368,7.460668864,9.874585795,3.121897355,4.286759156,5.325057857,NA
India,IND,Real interest rate (%),FR.INR.RINR,5.864178137,7.792994259,6.909579033,5.121276324,9.191247321,8.342610832,8.591449301,7.907177177,7.307881179,4.910128312,6.2483375,4.477353809,6.869182962,4.277227255,5.773571198,-0.481798596,1.744246495,2.268977177,NA
Indonesia,IDN,Real interest rate (%),FR.INR.RINR,8.339212891,9.520961675,8.21363024,-24.60021767,11.82652979,-1.654214472,3.719985957,12.3224125,10.85207335,5.134404754,-0.245734399,1.65815361,2.339674108,-3.852246022,5.747954381,4.613517957,3.961058781,6.953841894,NA
"Iran, Islamic Rep.",IRN,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.268889349,-0.860399698,1.654084709,-7.0248804,-9.370466507,6.974024459,NA,NA,NA,NA
Iraq,IRQ,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.975958969,-8.359857153,-44.02829235,3.869774261,-9.578014268,47.05485424,-1.136664493,-7.490338268,5.626429746,NA
Ireland,IRL,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,-0.770562144,-1.383731033,-0.693732493,0.341326163,0.091196745,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,IMY,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel,ISR,Real interest rate (%),FR.INR.RINR,-0.381564095,9.691861131,10.0160361,8.455522551,9.434928036,11.0443205,8.073802027,5.526286484,11.22799966,7.325328298,5.721451568,5.856919451,6.443612158,5.20021592,-0.783424562,-1.887891801,3.898630597,1.460857517,NA
Italy,ITA,Real interest rate (%),FR.INR.RINR,7.92064442,7.653936343,7.747857234,5.825736857,4.471520626,4.980866406,4.28663924,3.225009091,2.62957187,3.041219859,3.434430929,3.848463451,3.868998562,4.197814383,2.61313162,3.629334646,3.20127565,3.434207708,NA
Jamaica,JAM,Real interest rate (%),FR.INR.RINR,17.52061912,17.77308693,20.2921126,6.408337689,18.9304972,11.53102482,12.27840001,NA,NA,NA,NA,NA,5.256910072,2.97000356,4.152419931,9.623796032,13.10477005,10.56148194,NA
Japan,JPN,Real interest rate (%),FR.INR.RINR,4.262061127,3.232483704,1.842808532,2.376678681,3.478843114,3.356642168,3.20568406,3.468968141,3.598545648,3.1618116,2.965167285,2.817865977,2.840427374,3.215382464,2.234797054,3.846079454,3.444151904,2.313377799,NA
Jordan,JOR,Real interest rate (%),FR.INR.RINR,8.622004261,8.998872997,10.88355182,6.215181631,12.77750401,12.26193024,10.07747362,9.17344605,7.002356917,5.016352737,5.493691821,-2.256000039,3.451607444,-9.043718224,6.251066109,0.542371964,2.184581604,4.096040306,NA
Kazakhstan,KAZ,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,KEN,Real interest rate (%),FR.INR.RINR,15.80164833,-5.776588544,16.8795685,21.09632603,17.45404878,15.32743345,17.81250097,17.35814064,9.770510927,5.045257599,7.609987544,5.426264219,7.314817925,0.710642477,5.080884471,12.15936376,2.598367942,8.693070488,NA
Kiribati,KIR,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Dem. Rep.",PRK,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Korea, Rep.",KOR,Real interest rate (%),FR.INR.RINR,1.501903168,3.539754373,6.939412866,8.937150266,9.504662095,3.362423016,3.705369697,3.428102065,2.583372022,2.78607382,4.906620587,6.139751031,4.380190006,4.137479434,2.146944364,1.831308207,4.157736151,4.397659318,NA
Kosovo,KSV,Real interest rate (%),FR.INR.RINR,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.34946569,17.78388809,14.0653344,11.37403009,7.137753875,14.44508811,10.11702357,8.11661457,10.20672886,NA
Kuwait,KWT,Real interest rate (%),FR.INR.RINR,3.35460998,-5.835300432,14.18559206,31.47946565,-8.055212399,-9.67406003,17.49564748,1.26402888,0.469189353,-5.18674041,-11.72593683,-8.554064063,2.465777151,-7.107673299,30.89321926,-9.171670166,-13.45732433,NA,NA
Kyrgyz Republic,KGZ,Real interest rate (%),FR.INR.RINR,NA,21.92733449,25.20362854,59.00620197,16.92573865,19.43493798,27.94837101,22.3322295,14.57564797,22.98728554,18.1757007,12.62288873,9.092892124,-1.931079371,18.25793305,19.54497274,14.47411097,4.994758586,NA
Lao PDR,LAO,Real interest rate (%),FR.INR.RINR,5.000306939,11.67268672,NA,-29.932136,-42.09865184,5.77111515,15.88950025,21.64711015,15.02855003,16.76709694,16.7460943,17.32311831,19.60354616,13.90416092,28.54400474,11.44720909,NA,NA,NA
Latvia,LVA,Real interest rate (%),FR.INR.RINR,5.518768738,9.497473079,7.74189969,9.26269969,9.416626977,7.373745568,9.312588143,4.20781341,1.752833673,0.410945306,-3.691325615,-2.352639357,-7.802689733,-2.212543147,17.99654011,12.15554089,-0.052713259,1.908374257,NA
Lebanon,LBN,Real interest rate (%),FR.INR.RINR,12.75098441,16.26870084,4.272112296,NA,18.60137344,20.67302472,19.13463322,11.06141629,11.67707961,9.77000457,11.38018513,8.066025629,6.140871642,0.095411971,3.198714323,8.196360375,2.550669805,1.531168635,NA
Lesotho,LSO,Real interest rate (%),FR.INR.RINR,2.128953392,10.00622706,8.777723813,6.839640332,10.58229495,12.66357581,6.905929349,3.424916418,14.69137238,5.709378363,5.118225949,5.222861729,2.759940019,2.636118259,8.399131115,8.175022637,0.831449369,4.436859693,NA
