010101,551682.0,259099.0
010102,79566216.73,1346314.0
010103,9583.0,399950.0
010104,1102116.94,0.0
010105,17658.0,2946831.0
010106,141059.0,11402.0
010201,543517.53,84091.0
010202,4880752.99,660443.0
010203,1762.13,3266464.0
010204,76530.71,8960.0
010205,7360.8,0.0
010206,19637.47,362360.0
010207,108598.73,18445432.0
010208,4888.14,42215.0
010209,0.0,328560.0
010210,12237.0,475094.0
010301,59266.59,9152.0
010302,182800.18,439328.0
010303,7999326.07,12781894.0
010304,1230.44,504927.0
010305,57548.12,6238636.0
010306,12590.0,5917972.0
010307,1164696.95,133858.0
010401,75823.32,410616.0
010402,46227569.82,1001583.0
010403,1833.02,5007045.0
010404,32034.17,23014.0
010405,400527.59,6051979.0
010406,409433.0,3048757.0
010407,33119.24,708598.0
010408,17229.0,102959.0
010409,62656.11,81438.0
010410,1043.91,3748.0
010501,9800.0,0.0
010502,9887.0,3874.0
010504,1597458.71,385956.0
010505,543682.06,32000.0
010506,580035.81,0.0
010507,418865.0,0.0
010510,147842.64,9000.0
010511,293485.99,809478.0
020601,0.0,26274.0
020602,108736.59,579572.0
020603,1111.0,2185376.0
020604,20982.0,124759.0
020701,604115.5,6351718.0
020702,39883.94,740103.0
020703,1046874.1,818284.0
020704,19938.21,121885.0
020705,0.0,26868.0
020706,41808.96,62505.0
020707,366584.82,154889.0
020708,56418.81,17356.0
020709,742246.49,187272.0
020710,588038.06,226820.0
020711,322377.32,183464.0
020712,830282.27,79432.0
020713,84934302.0,270145.0
020714,0.0,393000.0
020801,0.0,144673.0
020802,324483.49,1909328.0
020803,0.0,10874651.0
020804,0.0,434347.0
020805,17283.97,20200465.0
020806,28451.07,475251.0
020807,212678.66,315954.0
020808,1185862.56,3493078.0
020809,77581.84,285015.0
020810,321872.86,478408.0
020811,577315.4,45230.0
020812,109541.94,48000.0
020813,58987.63,221406.0
020901,62568.14,6820454.0
020902,42136.91,3801240.0
020903,0.0,1000.0
020904,76345.16,964576.0
020905,2710.0,20595.0
020906,3030.88,23268.0
020907,1836.85,48915.0
020908,3367.0,42786.0
020909,240518.15,22180.0
020910,7492.96,339484.0
021001,5266750.59,16598212.0
021002,590145.73,1180338.0
021003,47544214.3,268692.0
021004,532830.84,1000.0
021005,1313077.61,10189632.0
021006,45378.04,2451295.0
021008,1122358.57,5583.0
021101,878061.45,1270308.0
021102,0.0,55482.0
