afbdi,62636.0,0.0
afben,163551.0,213730.34
afbfa,14387.01,26686370.79
afcaf,0.0,19897.37
afciv,874681.2,611284.77
afcmr,670004.97,82391.14
afcog,39199.0,7186.61
afcpv,200229.37,0.0
afdza,3047799.0,0.0
afegy,976060.59,2873.93
aferi,105020.0,0.0
afgab,178705.02,0.0
afgha,447511.69,0.0
afgin,115592.96,0.0
afgmb,5672.0,0.0
afken,64125.89,10329.56
afmar,8933838.34,19150.0
afmdg,15120.31,0.0
afmus,84086.93,0.0
afner,2786.16,0.0
afnga,1137540.63,36156.0
afrwa,33667.51,0.0
afsdn,38978.22,0.0
afsen,693424.02,0.0
afshn,3625.0,0.0
afsom,14690.0,0.0
afsyc,22646.12,0.0
aftgo,78894.56,0.0
aftun,87721.88,0.0
aftza,11053.85,0.0
afuga,50047.9,0.0
afzaf,4475729.75,1944536.79
afzmb,16701.0,0.0
afzwe,36936.0,0.0
asafg,0.0,59217.54
asare,288815.0,302044.84
asarm,0.0,18361.0
asaze,167526.0,0.0
asbgd,48873.71,412416.33
asbhr,573075.0,240760.07
asbrn,212651.77,8887.6
asbtn,0.0,2940.1
aschn,12020556.4,219207853.58
ascxr,115739.0,0.0
ascyp,64516.0,0.0
asgeo,71473.0,0.0
ashkg,11019120.75,19082506.69
asidn,1695000.7,547694.83
asind,2737487.53,726513.57
asirn,77720.0,0.0
asisr,157261253.83,17737164.61
asjor,567305.1,0.0
asjpn,273625289.52,344088914.73
askaz,51428.0,0.0
askor,38763859.64,1950474.38
askwt,370151.0,0.0
aslbn,1212631.31,0.0
aslka,7257549.0,0.0
asmac,46396.17,0.0
asmmr,26233.0,0.0
asmys,1119166.62,67989.0
aspak,249653.0,0.0
asphl,4436594.37,63360.0
asprk,800643.0,0.0
asqat,8802.0,0.0
assau,6995685.67,40788.29
assgp,6798551.47,1508656.61
assyr,2059044.0,0.0
astha,6582002.47,1384811.07
astur,2509727.86,261800.78
asuzb,26349.0,0.0
asvnm,8198.0,0.0
asxxb,20353825.0,653948.43
eualb,333485.55,41803.66
euand,364488.0,15873.56
euaut,23139868.42,34113522.41
eubgr,1737447.96,3672169.53
eubih,0.0,118653.0
eublr,1407591.63,2513500.0
eublx,338399679.42,24532572.39
euche,41892237.55,56960222.5
eucze,38091314.26,2691.0
eudeu,712068259.45,395696045.34
eudnk,79383848.47,1208165.3
euesp,167503442.01,221725782.62
euest,1912641.88,0.0
eufin,64370050.38,2502.0
eufra,255974712.69,109548121.82
eugbr,269871980.19,142601969.07
eugib,136856.0,0.0
eugrc,17068648.72,296723.87
euhrv,6610195.72,1105542.26
euhun,8231195.88,582932.0
euirl,43823872.02,1706209.84
euisl,628713.55,9758.0
euita,248315445.81,225010462.31
eultu,697348.79,0.0
eulva,160968.83,0.0
eumda,97089.63,0.0
eumkd,5528461.47,0.0
eumlt,687958.35,0.0
eunld,373982727.86,61247483.18
eunor,48037299.16,5440850.34
eupol,21918775.91,0.0
euprt,66745347.28,2797091.74
eurou,13245647.43,50906.31
eurus,52947075.47,57006.62
euscg,7544378.78,0.0
eusvk,13147225.83,0.0
eusvn,4801676.01,0.0
euswe,88701596.03,93184969.64
euukr,5454182.86,0.0
naabw,8978796.0,1286209.1
naaia,53224.0,0.0
naant,72407508.0,4581856.6
naatg,269226.0,371465.27
nabhs,2248823.84,234114.92
nablz,442348.41,5430.0
nabmu,351290.0,282090.0
nabrb,1385333.18,46245.0
nacan,210394059.52,501824897.55
nacri,111510215.69,17026382.25
nacub,22430950.0,8477550.22
nacym,215661.0,0.0
nadma,483485.0,0.0
nadom,70443498.0,1012255.13
nagrd,199850.23,0.0
nagrl,23007.92,0.0
nagtm,54590893.44,8125150.47
nahnd,24423327.73,1120095.98
nahti,28642540.0,0.0
najam,13021998.49,287824.81
nalca,1947530.82,0.0
namex,136929605.09,364080058.18
namsr,436495.0,0.0
nanic,31620569.74,57685.97
napan,114349179.02,13522227.07
naslv,29479633.79,4881825.9
natca,144378.0,0.0
natto,83679870.98,192557.49
nausa,4303973085.81,3409167040.93
navct,442402.03,0.0
navgb,77406.0,0.0
ocaus,12205019.67,21327423.53
ocmnp,55770.0,0.0
ocnzl,2802622.68,13243.91
ocplw,18544.0,0.0
ocpyf,250050.6,0.0
ocvut,17735.0,0.0
ocxxb,97938.0,0.0
saarg,88611844.42,205493030.81
sabol,49497647.61,97808777.77
sabra,110571848.37,498884198.01
sachl,169443894.73,218133394.43
saecu,589995701.3,282559089.47
saguy,5167067.88,0.0
saper,382562308.85,63375090.31
sapry,5803505.1,1334131.63
sasur,4310051.0,0.0
saury,11634096.4,515945.32
saven,1164260664.99,1296985077.98
xxxxh,92301790.0,168072405.79
