1995,3351.09960317
1996,3828.34606299
1997,4696.35454545
1998,5628.28650794
1999,6282.59444444
2000,6373.33531746
2001,5560.5234127
2002,4588.63730159
2003,4049.86126482
2004,4521.2996063
2005,5160.64087302
2006,5920.31547619
2007,6403.46047431
2008,5361.03241107
2009,4568.41383399
2010,5467.86798419
2011,5681.38884462
