1997,771.087016129
1998,613.754041667
1999,554.420041494
2000,501.378506224
2001,446.316833333
2002,701.248067227
2003,996.479916667
2004,1350.06761506
2005,1995.65257384
2006,2291.84224066
2007,2647.60605809
2008,2302.99476793
2009,2348.74722689
2010,5033.05021008
2011,6888.37041667
