1995,438.787865613
1996,555.529683794
1997,832.886865079
1998,1092.11268775
1999,564.012204724
2000,665.278031496
2001,544.894722222
2002,418.620980392
2003,304.564078431
2004,339.132702703
2005,384.841400778
2006,462.385882353
2007,522.623607843
2008,391.974078431
2009,272.932109375
2010,334.746899225
2011,326.927509728
