afben,89329.0,6536.0
afbfa,197797.16,601085.0
afcaf,43337.0,19305.0
afciv,5215472.27,37604386.0
afcmr,32517333.96,32440990.0
afcom,5233.0,0.0
afcpv,76360.49,11888.0
afdza,6630673.0,44956.0
afegy,7525.3,5186512.0
afeth,1994.0,0.0
afgab,20228.0,6847966.0
afgha,996919.63,359085.0
afgmb,242206.49,0.0
afken,59227.53,0.0
afmar,6274893.02,6306.0
afmli,2973510.81,1094951.0
afmus,71337.27,0.0
afmwi,7099.67,0.0
afner,3975.0,0.0
afnga,24231723.85,0.0
afrwa,21961.58,0.0
afsen,661475.67,255521.0
aftgo,18640.1,0.0
aftun,23339.73,0.0
aftza,79727.98,0.0
afuga,30656.69,0.0
afzaf,770976.0,684189.0
asaze,0.0,160401.0
asbgd,218774.5,206213.0
aschn,9481475.25,73246787.0
ascyp,0.0,71355.0
ashkg,2881852.61,1882552.0
asidn,328380.79,0.0
asind,3733311.19,39240.0
asisr,42273.79,0.0
asjpn,1037781.8,0.0
askhm,8074.0,0.0
askor,112001782.55,2175634.0
aslbn,100623.18,5317.0
asmys,13549.66,0.0
asnpl,1379.0,0.0
aspak,13368.46,0.0
asphl,141968.12,0.0
assau,20252.42,0.0
assgp,51056.35,5522.0
assyr,1042007.12,0.0
astha,346071.53,8321.0
astur,266937.92,0.0
euaut,763900.43,22156474.0
eubgr,225267.56,207680.0
eubih,0.0,11833.0
eublr,0.0,665077.0
eublx,57407801.88,11199771.0
euche,633622.31,0.0
eucze,613172.95,158361.0
eudeu,43519955.36,27055000.0
eudnk,158735.82,3592950.0
euesp,88643609.57,16436141.0
euest,38500.46,28712.0
eufin,0.0,5726474.0
eufra,72010383.16,9900586.0
eugbr,1195275.79,36266884.0
eugrc,2638812.8,0.0
euhrv,41725.52,0.0
euhun,1949196.73,0.0
euirl,59391433.49,34701.0
euita,7753707.49,1402848.0
eultu,264358.07,0.0
eunld,3023651.5,2914639.0
eunor,104873.97,8661.0
eupol,4716868.15,0.0
euprt,2471742.23,66310.0
eurou,20248287.19,0.0
eurus,71618305.27,0.0
eusvk,36437.33,0.0
eusvn,77463.39,0.0
euswe,128943.94,0.0
euukr,39937544.31,0.0
nabrb,1442.0,0.0
nacan,23618974.29,2845769.0
nacub,168943.0,0.0
nahnd,1833.0,0.0
namex,1350319.38,0.0
naslv,1175594.24,0.0
natto,25046.0,0.0
nausa,76384499.87,2532789.0
ocaus,9528.0,1611204.0
ocnzl,13765.0,0.0
saarg,0.0,250625.0
sabra,0.0,12715249.0
sachl,0.0,274229.0
sacol,0.0,3664020.0
saguy,5602.0,0.0
saper,1674.0,0.0
saven,21348.0,14166.0
