afcaf,0.0,3667.59
afdza,142210.0,0.0
afegy,178923.28,497347.0
afgin,0.0,4551.06
aflby,0.0,3058.86
afmdg,0.0,26522.43
afrwa,6617.0,0.0
afsdn,36857.01,0.0
aftza,269276.0,0.0
afzaf,671238.88,0.0
asbgd,23382.99,275881.25
asbhr,0.0,48479.61
aschn,19321.86,8420898.13
ascyp,16739.0,0.0
ashkg,662794.71,6964026.59
asidn,294542.81,3643336.36
asind,40782.56,0.0
asisr,191651.0,6352360.38
asjor,3920000.0,0.0
asjpn,3724081.17,86287972.27
askor,108873.57,28644889.11
aslbn,41150.0,0.0
aslka,0.0,161912.63
asmac,9300.0,1564520.5
asmys,13478.0,6190039.0
asomn,5838.0,0.0
aspak,7250.0,0.0
asqat,8399.0,0.0
assgp,10550.0,0.0
astha,1027.63,0.0
astur,1175402.72,220878.0
asxxb,2017538.0,322484.34
euaut,1800288.95,2152963.73
eubgr,1980974.88,24268.0
eublx,14636731.99,8342.0
euche,6856333.58,136505.43
eucze,1649650.87,146548.8
eudeu,62021887.74,22932360.06
eudnk,2462926.8,3866776.47
euesp,74922509.7,55651205.1
euest,167879.42,0.0
eufin,2413712.87,465781.36
eufra,11398376.71,754127.72
eugbr,23817592.31,10000458.48
eugrc,123731.68,116948.0
euhrv,5187.92,96548.0
euhun,260296.03,48000.0
euirl,928699.55,695358.94
euisl,6054.33,0.0
euita,5720049.95,461931.86
eultu,0.0,11199.0
eulva,48094.26,22991.0
eunld,16821952.63,311294.03
eunor,340033.74,122517.0
eupol,126091.39,0.0
euprt,599936.08,0.0
eurou,6589.67,0.0
eurus,279137.13,0.0
euscg,135595.83,0.0
eusvk,257039.31,0.0
eusvn,3372.88,0.0
euswe,887931.74,254517.2
euxxc,187541.0,0.0
naant,25918.0,1005030.92
nabhs,0.0,2087019.21
nablz,30241.56,18951.0
nacan,7032442.77,23255848.66
nacri,17092488.36,99480400.28
nacub,2594602.0,1806153.37
nacym,178951.0,0.0
nadma,25326.0,9484.0
nadom,5761918.0,845731.47
nagrl,1788.0,0.0
nagtm,10125369.27,90439906.94
nahnd,20907226.69,47302850.62
nahti,2081982.0,0.0
najam,1128263.37,57565.86
namex,11973141.7,65652000.41
napan,4884299.63,12401434.07
naslv,56914775.07,26747032.73
nausa,448190245.63,85727128.45
ocaus,141290.95,396192.6
ocncl,0.0,1270.03
ocnzl,88439.85,0.0
ocpyf,25037.0,0.0
saarg,223437.0,6149810.07
sabol,34569.15,39493.47
sabra,74702.58,8968603.79
sachl,24771.85,1342870.43
sacol,2207091.46,13763306.37
saecu,43929.68,22168308.31
saper,138114.64,0.0
saury,24500.0,0.0
saven,2663826.0,0.0
