1995,3351.461923076925
1996,3828.9171755725197
1997,4693.56666666667
1998,5634.25555555555
1999,6289.097701149426
2000,6372.302307692309
2001,5560.693869731797
2002,4596.731034482759
2003,4051.273946360155
2004,4522.421374045805
2005,5159.036538461539
2006,5921.810769230776
2007,6404.00268199234
2008,5366.32709923664
2009,4569.092337164751
2010,5472.165517241379
2011,5685.384615384612
